,pid,Company,Location,Job Title,Days ago posted,Date Added,Link,Description,Rank
1,pj_97e9c8fba02097a5,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Manager, Mergers & Acquisitions",28 days ago,2020-05-14,/pagead/clk?mo=r&ad=-6NYlbfkN0DlW5UVUkrrTPknGvwwiIjuq5VZhzEKGt5_mzPH1VE7nUU-ooCyYg_Uclt6iWKHI7P9maqN-GKeoaKl-GoHQdGKh226bm03KxOqhS-_YZ6n0drzEA6Tkvog-0Xx2TKLny70TD4rD5RNbhLkOj0o_pRgCuQ0LM1kscJ22jeWw6Tl6_C_1H7zDcy4_DtrhFLHNSYAiF4ailUkEAWkW_XEeW51hkbXW5w1i9RXLwUrWWnkZFmj8iSoA6xL4M_0MtF03XpAKMAiBbFn0PsksX867PR6uk7pyaTJ-b7KgjeZcz8ge86e7WETg9xRmIXEwPvFl1WWmgAY0HW0kme30M2XG0koLKJhHe_NSMw2KbNL07is2nlW0cxc4nO0nNMnlMp3KD_DGqxi7HcYAxxDfFAfMazsGpS2YSuXnNj5STPYMnkyghE_cLvHY94VjMg4D7EjyKOFHy-XK9cIT7M1W0ZxOb8CTRy7068UoAILQOQSbH2f2E6bzvqvGVVszxRxqFftCYZuJG5HveR41rod5fo593WKZk3n-vZbr65YRqQWpb4-ztRajZSIud68UDHYjzhlJIEGDuKSGj2eBTsWd8LDOTNK9DlcBl23gZstJexhPYEyXyRODx2G9tAGgFYDd2PK_eQcGBmNpln81_GnZiZuqHA_h9NGRVRO2vv_NUfY6S1pPCTAPwZnCcF3dmFwWsWRLSSt2toQTk6qjzebTendAK2SOemKH8fuVsxxTJTzpOr29w==&p=0&fvj=0&vjs=3,Not found,2
2,pj_8af3360dc4a5aaca,Latitude,"Atlanta, GA 30326 (North Buckhead area)",Healthcare Consulting Attorney,8 days ago,2020-05-14,/pagead/clk?mo=r&ad=-6NYlbfkN0Bm6HJxcY0Tqjaa3n41Rv68Ym0q5XegBsUyML2tebqrB1Px6kUnQDr-AL8wXRFsJIS8HITmeb0_nkomfEEcSo_tdDjm1hV4TMkcQbomLa-wrlIJ0zO6gqSeUd-SfBOcgbx2gNlHRhBMFNyVEk9tb9SQQhH5tvU7IIC4gdEGj3Oq5-_926dJC6KT5aCSRgk-i7MLGCuT5ue526Q0po3uB2gZntXuzbt3LgCs9-kPnJwk5mQU4cTHKgt1Ymf-RrOe0Fw3faX7dYv1e6vWmrmYd47p6_mx-FYsQ0qd2Vy10oWIvXYYI2CCRNKLZ3Te_S1PW5I_sBmPZOM9JKOmaipAcwvMVnFpVx13Q-9Hfkic3qyQ_Rp3TemXmB9THGqf_Qk5wqA2NFx32ekmHAW1lzey2Fd4W2BoOFGl7cJdCkLrSrXGc135DwNnWpD040d3BcWTQdQHEG2nhEAzcInf20n-gwvOVILJbaa9D71Dxog0NQeKJ-056J_Yc6pVmiDcgXpYm5G_YKdJO76IVRBSfbMh9QXCnkeexI59W9Xv2NpGn8VKkVM5q2dZ4SydDHoafZjA1PBKi2cV2Dgw02SH3GdSInNDgkI9hh4X4d41bwI2iAHYxPZm2aUk9Vj3hIYASd6Qpp4lSywQ4jCG50kJNxPZUiKIKNg4JEbpBX5VbUpdnlqDIPkRD4lt5t7fN0g3I-AAkq6y18Wrnyggh4SPiwFfwBAE0oj4Yhzt-jznSS5ieXMRw3M4DHXWzaZV-6Tvmz9aKgJQKMB0Ye4rbGEvraUn9a3qncxRGeCHKrC6rnAxTXtvr8oA4iuyXQTRArnA3mIng8E4ZNYbPeVLiA==&p=1&fvj=0&vjs=3,Not found,0
3,p_cad27b510049a9a2,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Manager, Mergers & Acquisitions",28 days ago,2020-05-14,/rc/clk?jk=cad27b510049a9a2&fccid=c7e6b037b4d816c9&vjs=3,Not found,2
4,p_261d0de6e049613e,SunTrust,"Atlanta, GA 30305 (North Buckhead area)",2020 Investment Banking Summer Associate,30+ days ago,2020-05-14,/rc/clk?jk=261d0de6e049613e&fccid=131f8387a45b81d9&vjs=3,Not found,0
5,p_8c8800a59b2a5f73,Anthem,"Atlanta, GA 30308 (Downtown area)",Info Security Exec Advisor - PS35758,7 days ago,2020-05-14,/rc/clk?jk=8c8800a59b2a5f73&fccid=2a4da7fa99f4b9ae&vjs=3,Not found,0
6,p_c62204da6289425d,Ankura,"Atlanta, GA",Associate,30+ days ago,2020-05-14,/rc/clk?jk=c62204da6289425d&fccid=ec089a92f115a89e&vjs=3,Not found,0
7,p_2d66758206dc2c47,Change Healthcare,"Atlanta, GA","Senior Counsel, Artificial Intelligence",1 day ago,2020-05-14,/rc/clk?jk=2d66758206dc2c47&fccid=b1bd9b34a39d5dcd&vjs=3,Not found,0
8,p_a12f97994058eb36,ALPHA MEDICAL CONSULTING INC,"Lawrenceville, GA 30042",Associate Counsel,30+ days ago,2020-05-14,/rc/clk?jk=a12f97994058eb36&fccid=a6f3797282e2c87c&vjs=3,Not found,0
9,p_0c3f4beed3ad7989,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Senior Manager, Security Awareness, Cyber M&A and Strategic...",26 days ago,2020-05-14,/rc/clk?jk=0c3f4beed3ad7989&fccid=c7e6b037b4d816c9&vjs=3,Not found,0
10,pj_088e1b61ad6ab195,Vaco,"Roswell, GA",Chief Accounting Officer (Information Technology Industry),23 days ago,2020-05-14,/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6uecQWShf9RiJtA2lFFhf0gXEGxJWLzCDX-FBs4ePq3DmgVFKTrnaqc30qJxjIzRRfrb2Wl7XXaVmA1PGDTzEYwzh32sABv9knCnnCrvXmJxRWFyZz6j9TGDqnXX0TxTVUq-BojQKafSBLc5aBkXqUb15vfPStzSFy0dxcyRdXfELOhxqAfyv4WPq1NllKBhqr0iODoYeato1JP6OAFm5Cdhv50LgJdibISdHLTwMOn2ckEEmYBN-18HIBDaWXo5cjNh0wCQ2z7qRNP0qKL-sXptRLlzHBylTfgTBdZL6vTNJJw0sHEr7sHDW_ci2hlq_2DMmnYYFelt0nphah9DLBV2f-7-S5OCCRukXcG0mJGGfxFRk1JqNm8YNJpHrggh2ut2OQ_yucnK1YSPQuXjJRZJkVzGvkC4QJheo4DifdJeFALezxODrXdH9bKk4jpbcc8iXwPg-ksRRuU-VP1hegL76t7T7uC8mqWDbROKRVdWPHi3gVGD-dmv03PFeRwuixpfswUIlU-o2Xl8ULLGJ-fXpqTX9U1OCSyjMs17oxXxdRprSv1pmbBorD0c933__ElhZ-wjAnozQ55qLXadhndmkcaLp5_MebsU2dU7Udwjf0KG4Q3uafpKawSegnMhxgSev6xXNvon-CNYYT_7GS-xdXXo9TVJs2ClizPIVhfBVIRh87CacJndI_garcfgC9HWAy58josQEG2BC13j8d_hxr0pxlGwjWDXHiwrUjVP42NYr7ptBGW&p=9&fvj=0&vjs=3,Not found,0
