,pid,Company,Location,Job Title,Days ago posted,Date Added,Link,Description,Rank
1,p_fcef57036b9e12e5,Change Healthcare,"Atlanta, GA",Mergers & Acquisition PMO Manager,26 days ago,2020-07-15,/rc/clk?jk=fcef57036b9e12e5&fccid=b1bd9b34a39d5dcd&vjs=3,Not found,1
2,p_6d8fb8c903c8b406,SunTrust,"Atlanta, GA 30326 (Peachtree Park area)",2020 Investment Banking/Capital Markets Summer Analyst,30+ days ago,2020-07-15,/rc/clk?jk=6d8fb8c903c8b406&fccid=131f8387a45b81d9&vjs=3,Not found,0
3,p_a18b2f89d91a9097,Aveanna Healthcare,"Atlanta, GA 30339",Financial Analyst,12 days ago,2020-07-15,/rc/clk?jk=a18b2f89d91a9097&fccid=7d85ee0dc41e8f8d&vjs=3,Not found,0
4,p_261d0de6e049613e,SunTrust,"Atlanta, GA 30326 (Peachtree Park area)",2020 Investment Banking Summer Associate,30+ days ago,2020-07-15,/rc/clk?jk=261d0de6e049613e&fccid=131f8387a45b81d9&vjs=3,Not found,0
5,p_764e087212cbe1c3,Relode1,"Atlanta, GA",VP Finance - Healthcare,22 days ago,2020-07-15,/company/Relode1/jobs/VP-Finance-764e087212cbe1c3?fccid=dd791bb2228bb04f&vjs=3,Not found,0
6,p_c62204da6289425d,Ankura,"Atlanta, GA",Associate,30+ days ago,2020-07-15,/rc/clk?jk=c62204da6289425d&fccid=ec089a92f115a89e&vjs=3,Not found,0
7,p_b53061f683ac5e45,Avanos,"Alpharetta, GA",Open Innovation Strategy Partner,5 days ago,2020-07-15,/rc/clk?jk=b53061f683ac5e45&fccid=a69d62af70d72ed9&vjs=3,Not found,0
8,p_037e0e6e6b274ea4,Waystar,"Duluth, GA","Manager/Director, Corporate Development and Strategy",16 days ago,2020-07-15,/rc/clk?jk=037e0e6e6b274ea4&fccid=71837aa59789b196&vjs=3,Not found,0
9,p_9f5ae65243a7812c,Avanos,"Alpharetta, GA",Associate Director Sustaining Engineering,14 days ago,2020-07-15,/rc/clk?jk=9f5ae65243a7812c&fccid=a69d62af70d72ed9&vjs=3,Not found,0
10,p_22a9063879e3107b,McKesson,"Atlanta, GA 30329","M&A Lead, Strategic Finance",14 days ago,2020-07-15,/rc/clk?jk=22a9063879e3107b&fccid=a7c5036618407010&vjs=3,Not found,0
11,p_a12f97994058eb36,ALPHA MEDICAL CONSULTING INC,"Lawrenceville, GA 30042",Associate Counsel,30+ days ago,2020-07-15,/rc/clk?jk=a12f97994058eb36&fccid=a6f3797282e2c87c&vjs=3,Not found,0
12,p_2d66758206dc2c47,Change Healthcare,"Atlanta, GA","Senior Counsel, Artificial Intelligence",30+ days ago,2020-07-15,/rc/clk?jk=2d66758206dc2c47&fccid=b1bd9b34a39d5dcd&vjs=3,Not found,0
