,pid,Company,Location,Job Title,Days ago posted,Date Added,Link,Description,Rank
1,pj_8af3360dc4a5aaca,Latitude,"Atlanta, GA 30326 (North Buckhead area)",Healthcare Consulting Attorney,30+ days ago,2020-06-17,/pagead/clk?mo=r&ad=-6NYlbfkN0Bm6HJxcY0Tqjaa3n41Rv68Ym0q5XegBsUyML2tebqrB1Px6kUnQDr-AL8wXRFsJIS8HITmeb0_nkomfEEcSo_tdDjm1hV4TMkcQbomLa-wrlIJ0zO6gqSeUd-SfBOcgbx2gNlHRhBMFNyVEk9tb9SQLCPtS67PObNhovcfnlFQZVatFa_GOP7sKjEW77K1IsTgLT5gCN5DbD58FEUq4FPbxpnfi822xTEQkyDNVywDDY5cbZ_7XQYITztUkGUx5yixNxRWXvJJ5T2jELYHTVbgpRxrne3dHKQ4DJZNmoX21vi04ftb0ToDfbptqMjD4bl8UKGviACvkBhYo_OtWYGrzYENtQO5V5Z1l4f2MpVa3p9J00v1hdu5mfeeCg1Q0IRUBkOwdNt0OJdwvry5gpGfQgVBqCDRqEBK-8pQr-d3fCDfxu97GtZCmltE5v7qpKuKStTCviYViAz8cd6npoD58lQvbTyPc7iJbAX0llNmRIMVkB1efkogmj34KAExa3XT4WlIittTJoXyFl4RkcWwwbQn9T_1qf3LGIPPBgTRFJHPKKYZIy4q9biFlblhjedYHSECfoWcYl5Jo4KLk5eYiMOpbPJepR18blMiFMbVdjSruwHLLC_gpT1jM3On7-Z3JBZnvv3_N3ViHTLTRgFCebqHa5zjK5xh-EA2-bQH81G_V2TLqxb_mSR-rH2TmAvCY04P0USIaNu_EATWBiXRbUl3lhRGh7zRXSlIPocx2b4VWISN-i26I2QDvtGUo-kMa65Ttf0EKLlV0NYhvqEmu7z4a7wV8b6_4yhrkpe3avf5fr0kVQ0k_FoBVlswB26cj0XpGb3vpXRAD0c-yQl3&p=0&fvj=0&vjs=3,Not found,0
2,pj_97e9c8fba02097a5,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Manager, Mergers & Acquisitions",30+ days ago,2020-06-17,/pagead/clk?mo=r&ad=-6NYlbfkN0DlW5UVUkrrTPknGvwwiIjuq5VZhzEKGt5_mzPH1VE7nUU-ooCyYg_Uclt6iWKHI7P9maqN-GKeoaKl-GoHQdGKh226bm03KxOqhS-_YZ6n0drzEA6Tkvog-0Xx2TKLny70TD4rD5RNbhLkOj0o_pRgCuQ0LM1kscKB7W3DgxPaZvh2xU1mQ6fupZzLpLKJaCWjgjr0p8kfWb2NbQeCj6mRsB6OsRC4Fo1JorFMvppxSLIvWEck0rq8IPt8Nd0MTrN4vMpOGsgRttI7I7iukp6tAvssnMradXmylTLHwEpFF_AkVPte97aqxBoYIPOMgtwQoukRT4ClIc35yx99jmlRq-DDdjZ0KY8KLcb8Yr8cLqKyZk-WiJ9uUY7dtYHCYwFtjvnjYoVlNueJMFvrUGbFBhUURVPuyifPdU9EP1yIjWLAz6zfUnrB9FCf6PZAY9zMD4aIULU4RvOOgU0tZIfic0c9rD8zYjk2ZpcJCcf2_A9lsUjkfhm39iI2e_YId2rd-PPP3nD2KFUwbXvFz5X1tlIVKCz-nvjPlkZde8P2v8BDOJSdJL7Z6JtOj1rnIInXrSdLznf3H0i-uHOKxHY7wm-QaKJZG44Wu4QfRRhe-hGaXgELnTs9Xqgx7GaxSX01V4SR-8W6d3SFmvtccI-FPcE8oBgxWuXxGtDnTq74sR83p41MG-MaK51ak3OFp-00FOH02Bc5uMiN9SICa_3EPrJhVhvywTc5rJJkCs2wis6aM6Vye5VUSfTd-R4Lh5RdmqT5jJ6jnv1MsEWhY1Qtm2SzYkPez2N_uiyV6cPiDg==&p=1&fvj=0&vjs=3,Not found,2
3,pj_ebd3124823c47430,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Senior Manager, Security Awareness, Cyber M&A and Strategic...",30+ days ago,2020-06-17,/pagead/clk?mo=r&ad=-6NYlbfkN0DlW5UVUkrrTPknGvwwiIjuq5VZhzEKGt5_mzPH1VE7nR-D0aCSeAPDfvyFG-1tSKUepiXvkEHOdaS7INQFK-PZA717AJLvKonwaxRii0IeOMyRxfERTVchpAorbiTP6VdjICdgXBVVY2YpN8DlfIvocMRjf8_HRYqvZJOpCEzjoMXL4ibWjbYWZx5KmRSYFaTDC_NvGHXxh3PS-tWyF4_3m71YnkqXceJgmp0VSaSyBKnQsjatimWpu-qXUmEtcaQWr1m9Yf9fYMP6-jIhtHAx_1qgkwiLl_t0uBUsKSxNMbVc4Ldt2PDzOsomdP6jA8MitD5vANBfruo8tFzGfQMATAi1SFXaks_t5CyesMYPvtwSH1WI0OlhM6BsZ6xtBmoIQdVSSWQE5C2nRa6jicshnV7OLvd1J_U-VmQQILyNmJtiQMQTAYXASiG2y8sNVLAZuM1ev4Dj5oeHg2mtnSxOsJ6g6tJBQJ5TbijyaNEe59Zoe3TabyLx8bg053pLoq61dx1c4NlEcvfI73zITXf5W7_B2fryKI1uje6QoBtLf1HforT_53ivSjB9UfDbrsdw1RllYsoTRfTDNKli5UNZ1SBua2KxzQ-mv_ZxpbtXSwn8zGnUL1JfPwX6SEngl-Y37nlrGB3Pa7qqAMoeJQBN_3r2_Vsrs-oQaXkE2Khn_JAkeRUG77KdEiLk7QIKxb3Y2FeQmQLbRUALSe2r5uzHfbwznqDhpk-qkMNSaOtcjJpY7rg6GCp8MrAj-b_3_jxHLBHXa6k5GQGGyn4Y04Op5wZ2ZQIZOYU=&p=2&fvj=0&vjs=3,Not found,0
4,p_261d0de6e049613e,SunTrust,"Atlanta, GA 30326 (Peachtree Park area)",2020 Investment Banking Summer Associate,30+ days ago,2020-06-17,/rc/clk?jk=261d0de6e049613e&fccid=131f8387a45b81d9&vjs=3,Not found,0
5,p_cad27b510049a9a2,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Manager, Mergers & Acquisitions",30+ days ago,2020-06-17,/rc/clk?jk=cad27b510049a9a2&fccid=c7e6b037b4d816c9&vjs=3,Not found,2
6,p_6d8fb8c903c8b406,SunTrust,"Atlanta, GA 30326 (Peachtree Park area)",2020 Investment Banking/Capital Markets Summer Analyst,30+ days ago,2020-06-17,/rc/clk?jk=6d8fb8c903c8b406&fccid=131f8387a45b81d9&vjs=3,Not found,0
7,p_6102c1bb7372db3e,Anthem,"Atlanta, GA 30308 (Downtown area)",Info Security Exec Advisor - PS36439,5 days ago,2020-06-17,/rc/clk?jk=6102c1bb7372db3e&fccid=2a4da7fa99f4b9ae&vjs=3,Not found,0
8,p_c62204da6289425d,Ankura,"Atlanta, GA",Associate,30+ days ago,2020-06-17,/rc/clk?jk=c62204da6289425d&fccid=ec089a92f115a89e&vjs=3,Not found,0
9,p_4df87a1bf6f35b5d,EyeSouth Partners,"Atlanta, GA",Benefits Analyst,6 days ago,2020-06-17,/rc/clk?jk=4df87a1bf6f35b5d&fccid=28aa515487bd8839&vjs=3,Not found,0
10,p_2d66758206dc2c47,Change Healthcare,"Atlanta, GA","Senior Counsel, Artificial Intelligence",30+ days ago,2020-06-17,/rc/clk?jk=2d66758206dc2c47&fccid=b1bd9b34a39d5dcd&vjs=3,Not found,0
