,pid,Company,Location,Job Title,Days ago posted,Date Added,Link,Description,Rank
1,pj_97e9c8fba02097a5,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Manager, Mergers & Acquisitions",30+ days ago,2020-05-18,/pagead/clk?mo=r&ad=-6NYlbfkN0DlW5UVUkrrTPknGvwwiIjuq5VZhzEKGt5_mzPH1VE7nUU-ooCyYg_Uclt6iWKHI7P9maqN-GKeoaKl-GoHQdGKh226bm03KxOqhS-_YZ6n0drzEA6Tkvog-0Xx2TKLny70TD4rD5RNbhLkOj0o_pRgCuQ0LM1kscL31jOHA9nAYSVkA1Jer-UeCmzIXNjAIS1xtzgsDIGB6s9rlejW8TDOOdIOk-5bUp08WnZQRdaKEQzc2kwi-ySdCF50effZvQZcghGnHm2dPXTWf8Zt9Bf5S8Gv8Ss-vLSfhZrdjQNXrYeDWhesqAmCVO51uoSpxicdU4-MNFlNltpXEOjtiADM4AHgA69UzXbjYaKeOS4NyhJCJnxE1Lza6FMiTbFTxZR3evqn36P5tGI7_yqvi-heVBw4W7Xtk5YkdYOjrfvvXklfLNWMUdMEXqy4NDNFGfC6Fvzbsc5iR7HR5T2aXQG62MWYhkis855kaNKa16X14vXuYoC7iaPQB8UN-vrj4O0gDlQUWdvQdlwMEXU7GaFokRqB-oX2vrga18K5l42Ak5MgbaQZmEifmK06fUOcEaOIV8I6PznF0AyJFQO0bWUWij-fHEtdVXGPbXR5MY9Sik56OB0Fi1rSoc2ogjL-8kz9gF9EwGeXbD-BJpTdmQAb_4UEEZBwXRab9L7EOgNdzwbvAe_lKqOoG4BRCHVOO-LXZm1i5o-IL07sG-RPPw37xugdrjQrBE47PlvZntg7BQ==&p=0&fvj=0&vjs=3,Not found,2
2,pj_8af3360dc4a5aaca,Latitude,"Atlanta, GA 30326 (North Buckhead area)",Healthcare Consulting Attorney,12 days ago,2020-05-18,/pagead/clk?mo=r&ad=-6NYlbfkN0Bm6HJxcY0Tqjaa3n41Rv68Ym0q5XegBsUyML2tebqrB1Px6kUnQDr-AL8wXRFsJIS8HITmeb0_nkomfEEcSo_tdDjm1hV4TMkcQbomLa-wrlIJ0zO6gqSeUd-SfBOcgbx2gNlHRhBMFNyVEk9tb9SQslcEQt-INUUbStI-Np3UqJXdubDqar8NlD7RrKSxR2Dw67yF6zrBNwhw6QLMAqwLcfW8FycIdYgLuU1zMXviIUP6gOlvba7o2QN-iMXTTlm5OUfJ9K43RIheRx19iUGWqMQFBzCob09Xg7yu_6KdToo8JnNssvrjiKKHJf-z1LjRQT3mXiSmC64JxQhngr0gi-HCh8vgDu7UYPYlcWA9CG3VoacEug6IpmG06mharTe6whGvTh2v68cCeaJKcegXlaKmdi-ioG93qpoQD3lG4L_A5Pi-4QIgwsIZmsfhqAMYk1e4bNmLWVrUMBWlTUcEXFVcLEPvAfX5rHfg4Qn-N1jH_i6PjtcUbdEAqxTVc6zZzO24goydyuJlZtOSwlYw3Bq05AFVyREVbl-gVwXhZoUwtyrKZWoDCV1x7KtWP84hX3aGbuZr_hcI-qLpuNjFau96Plwi1weK193UBjoaf6qtK3Qf95KRpl1LyZhG4hfR-7MsPPdnrQ6GT7jByQibrreAhrrfMLkJB2XzOLdkxQZJjzmrJSJ8z9HtV9WzEXG9vuTxQ6tPYd0euzcYW6X0ojNEKmQm0rWpKWyKnR1bWb6_N6JqphIyWurTTaUDo83nSVYt57cJVPPHWQWkZUYz-6oQIUsDJDIiPM2RiDsJi-5jncaiB4NLyo6FYB6xf96-krRPFNyHgA==&p=1&fvj=0&vjs=3,Not found,0
3,p_cad27b510049a9a2,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Manager, Mergers & Acquisitions",30+ days ago,2020-05-18,/rc/clk?jk=cad27b510049a9a2&fccid=c7e6b037b4d816c9&vjs=3,Not found,2
4,p_261d0de6e049613e,SunTrust,"Atlanta, GA 30305 (North Buckhead area)",2020 Investment Banking Summer Associate,30+ days ago,2020-05-18,/rc/clk?jk=261d0de6e049613e&fccid=131f8387a45b81d9&vjs=3,Not found,0
5,p_72a5d263da7e75e5,Transitional Care Physicians of America (TCPA),"Atlanta, GA",Marketing Intern,3 days ago,2020-05-18,/company/Transitional-Care-Physicians-of-America-(TCPA)/jobs/Marketing-Intern-72a5d263da7e75e5?fccid=d1e0ea2d19662a55&vjs=3,Not found,0
6,p_c62204da6289425d,Ankura,"Atlanta, GA",Associate,30+ days ago,2020-05-18,/rc/clk?jk=c62204da6289425d&fccid=ec089a92f115a89e&vjs=3,Not found,0
7,p_8c8800a59b2a5f73,Anthem,"Atlanta, GA 30308 (Downtown area)",Info Security Exec Advisor - PS35758,11 days ago,2020-05-18,/rc/clk?jk=8c8800a59b2a5f73&fccid=2a4da7fa99f4b9ae&vjs=3,Not found,0
8,p_a12f97994058eb36,ALPHA MEDICAL CONSULTING INC,"Lawrenceville, GA 30042",Associate Counsel,30+ days ago,2020-05-18,/rc/clk?jk=a12f97994058eb36&fccid=a6f3797282e2c87c&vjs=3,Not found,0
9,p_0c3f4beed3ad7989,Cox Communications,"Atlanta, GA 30301 (Buckhead area)","Senior Manager, Security Awareness, Cyber M&A and Strategic...",30+ days ago,2020-05-18,/rc/clk?jk=0c3f4beed3ad7989&fccid=c7e6b037b4d816c9&vjs=3,Not found,0
10,pj_088e1b61ad6ab195,Vaco,"Roswell, GA",Chief Accounting Officer (Information Technology Industry),27 days ago,2020-05-18,/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6uecQWShf9RiJtA2lFFhf0gXEGxJWLzCDX-FBs4ePq3DmgVFKTrnaqc30qJxjIzRRfrb2Wl7XXaVmA1PGDTzEYwzh32sABv9knCnnCrvXmJxRWFyZz6j9TGfp_MTB8hSyABQsyM_loihwk7t4MN8exXe3I1uMLYCUTzHl0RLfUPDWwdCTH8VSpRLkLggBr_e6POwPGNlalt6WMGgZRG6yU-Kki3k63frUZjeYsaarGMZbrivIO6T1jHaSK3l4bxcHiOEOhDgJ6YH0XYYic90rwNG-7oB-CJuO9V7IwLunnHjWieeH3NTNRgMO6gaTVFx2qQXVd8SwhTY6Ye7Yr1OdAjwiinM6Mtdgs-8jEPkD91ho-jiZGdwYaO2nkmKJLL6-rOa6HeTkmkR4jDE1RKkbh6N0JyZqJjUZPqZm5CCPkn7R5-pl-CWzuWl4j-jeRjX6f5eKbEx5H5-7IsIxHkR1pm3MUg5C1fxS1NGza6gOWJax4es16sv2X4hFz8qPZN_QWImsTYhQCXDgb42JhHKGSvPiXc6V0yuzF3Z_STVOA2dWxWwZZ5mZGTwjhsGQa_1NQ45KoKCbqJWB3imF_YNDYwKjZD6FUT6n9ufeA_TrcTzP6x78Zc6hFNs1kBOm-J1TGMtm1DwDhLY-HX2LodljkWBNcMblDtYURHr7K9IgAKDZl-G6fiAzKQY5INBUxRHly5TCPUM9QNfP9MMGklDzWJHeUkg4QjorfqNCw3wjqRyZ2SMFIOliBx&p=9&fvj=0&vjs=3,Not found,0
